guid,localTime,created,updated,status,attachedUser,path,apiTarget,actionTarget,success,resultDescription
1d0d5583-c8c6-48c0-8c24-cff1106bfa98,2021-03-05 10-16-10,637505361706004166,637505361706004166,dev,aef14f62-9eb8-4c02-b642-e5faafe30f95,dev,api_addnewapplication_aspx,AWS add item,true,default
c703cea7-4ba5-4ba2-982a-36a78f0ffa2e,2021-03-05 12-49-14,637505453548908593,637505453548908593,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, license activated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505453548280332","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"85f41209-09b4-451f-9602-777b83314459","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
8d0514b8-8140-485c-9681-66ba4d761360,2021-03-05 12-49-34,637505453741339763,637505453741339763,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505453741108783","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"ba190d2e-78e7-4e0e-a4b4-243eab8a62fb","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
bea23c7f-97e6-4617-a5cb-b349ec098010,2021-03-05 12-52-43,637505455636412655,637505455636412655,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505455636150852","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"dbb900fa-b411-4bae-9a90-a1b5bb40e3a1","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
fd21f4e0-b98f-44ce-a7e5-afd06c3002f3,2021-03-05 12-53-59,637505456399167569,637505456399167569,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, add new key register,false,{"guid":"d3b402c9-a74a-4ae3-b386-7fa144f89d76","created":"637505456398936571","updated":"637505456398936571","status":"production","appName":"BigBox","appDescription":"BigBox Evaluation","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"dev","version":"1.2","updateMessage":"already latest update","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"638712000000000000","appNextCheck":"637503789773656860","publisherName":"Darkspede","publishUrl":"https://darkspede.com","publishEmail":"info@darkspede.com","clientName":"Darkspede","clientID":"com.darkspede","clientPostcode":"3051","clientEmail":"info@darkspede.com","accessEndPoint":"27.32.225.150\n","attachedUser":"default"}
a7a94a90-c0e1-4111-b076-5c22a0153657,2021-03-05 12-54-24,637505456646440914,637505456646440914,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithkey_aspx,application activate with key, license activated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505456646190866","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"a4b6da8f-f3cf-4b2f-8a80-406db7797293","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
a71ca827-e8b9-43d4-b549-116169dbd333,2021-03-05 12-55-10,637505457107544755,637505457107544755,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505457107285485","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"08c283fd-bfe5-48a7-b166-3a89a2ddcb1e","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
60489198-7dce-49cf-b29a-ec96cbbfa66c,2021-03-05 12-57-05,637505458259389652,637505458259389652,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505458259132848","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"fdf6c7e7-c515-40df-95b6-25fc445067ac","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
eb04a0b9-8e05-4656-81cd-30756275b786,2021-03-05 13-01-14,637505460742421940,637505460742421940,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token expired,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505455636150852","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
a6c34f3f-b7ee-4d05-b6c8-6ff20c0ef9e1,2021-03-05 13-04-57,637505462977540316,637505462977540316,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, token expired,false,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505455636150852","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150\n","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
f4c33393-290e-402c-981b-9a6a568960d9,2021-03-05 13-05-35,637505463350450567,637505463350450567,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, add new key register,false,{"guid":"d3b402c9-a74a-4ae3-b386-7fa144f89d76","created":"637505463350212371","updated":"637505463350212371","status":"production","appName":"BigBox","appDescription":"BigBox Evaluation","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"dev","version":"1.2","updateMessage":"already latest update","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"default","appToken":"default","appStatus":"active","appTokenExpire":"638712000000000000","appNextCheck":"637503789773656860","publisherName":"Darkspede","publishUrl":"https://darkspede.com","publishEmail":"info@darkspede.com","clientName":"Darkspede","clientID":"com.darkspede","clientPostcode":"3051","clientEmail":"info@darkspede.com","accessEndPoint":"27.32.225.150\n","attachedUser":"default"}
44a2e3c8-207f-4bf1-927d-b1ab9edecdd1,2021-03-05 13-06-08,637505463682185479,637505463682185479,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505463681942262","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"274d4e17-f807-43e2-917a-49309c01c8b4","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
f4b5ff26-cc26-45ef-8616-12e316bc87e3,2021-03-05 13-08-01,637505464814578091,637505464814578091,production,d1b88c27-36ca-4cbf-abf8-a830d7f1f968,production,api_onapplicationvalidatingwithtoken_aspx,application activate with token, new token updated,true,{"guid":"037c1607-099b-4e10-9d91-5d54367801b7","created":"637505445631368356","updated":"637505464814317509","status":"production","appName":"BigBox","appDescription":"BigBox Production","appPlatform":"Standalone","appIdentifer":"com.darkspede.bigbox","appDomain":"portal.darkspede.space","developerName":"Darkspede Pty Ltd.","developerUrl":"https://darkspede.com","developerEmail":"info@darkspede.com","developmentGroup":"production","version":"1.2","updateMessage":"default","redirectUrl":"https://darkspede.space","apiKey":"d1b88c27-36ca-4cbf-abf8-a830d7f1f968","appKey":"bc20aee6-47cf-4acb-8106-5c0dfe25d702","appToken":"4a326b31-f27e-479f-9bd1-cf86f0fc6e20","appStatus":"active","appTokenExpire":"637685568000000000","appNextCheck":"637504581607978610","publisherName":"Big Plans Melbourne","publishUrl":"https://www.bigplansmelbourne.com.au/","publishEmail":"info@bigplansmelbourne.com.au","clientName":"WalkOnPlans","clientID":"ca.walkonplans","clientPostcode":"20688 Duncan Way #105 Langley City BC V3A 7A3 Canada","clientEmail":"andrew@walkonplans.ca","accessEndPoint":"27.32.225.150","attachedUser":"c2b6ce16-90b9-4942-b672-04a90f648695"}
